"City Id","City name","Total Users",Percentage
16783,"Parwaliya Sadak",1,0.00
19425,Nilgiris,1,0.00
15836,healing,1,0.00
17482,Dawla,1,0.00
18598,"Kumheda Sunny",1,0.00
587,Grandmothers,1,0.00
15456,Khudana,1,0.00
17990,worship,1,0.00
16606,Badram,1,0.00
15374,Saipur,1,0.00
6804,Hariharpur,1,0.00
16398,"Special Danda Karm",1,0.00
16025,Sanchi,1,0.00
17726,Aanapurnarayanganj,1,0.00
9250,Kureh,1,0.00
15652,"Said Nagla",1,0.00
18209,Jhunpa,1,0.00
1126,Janaita,1,0.00
16800,"Alias Garhi Si",1,0.00
16214,Dharamdas,1,0.00
15848,Badopal,1,0.00
17498,Taharpur,1,0.00
620,"Meerpur Chhadami",1,0.00
15470,"Semra [Lakhroni]",1,0.00
18002,Choose,1,0.00
16617,take,1,0.00
6986,Amawan,1,0.00
16508,"Sikahra Hardaspur",1,0.00
16135,Jiyajigarh,1,0.00
17851,"Mor Majra",1,0.00
11850,Soberna,1,0.00
15762,Chaparid,1,0.00
17390,Shiwarajpur,1,0.00
2565,Sahjanwa,1,0.00
16907,seal,1,0.00
16324,Patulki,1,0.00
15955,Tambaur,1,0.00
17634,Kaimri,1,0.00
15581,crystal,1,0.00
17150,Sardhana,1,0.00
18115,Thakurganj,1,0.00
17917,"Ramgarh Cantonment",1,0.00
14423,"Murthal Khas",1,0.00
5499,"To him",1,0.00
16060,Purwa,1,0.00
17772,Matimao,1,0.00
9817,Sankara,1,0.00
15687,"Manpur Raja",1,0.00
17286,"Baluwa Bhawanipur",1,0.00
18295,Paliachalpur,1,0.00
16835,Karmatungri,1,0.00
19534,"Sikta Block",1,0.00
15883,"I danced",1,0.00
17539,Kusahar,1,0.00
15506,Rudhauli,1,0.00
17027,"Bhanera Jat",1,0.00
18038,Parasia,1,0.00
16655,"Beebra Kalan",1,0.00
15422,Bharhi,1,0.00
8476,"Soodanpur Mustqil",1,0.00
16547,"dried up",1,0.00
16168,Susner,1,0.00
12730,"Pahar Ganj",1,0.00
15796,Khajuraho,1,0.00
3211,Pakhanha,1,0.00
16358,Mohanlalganj,1,0.00
15988,Bhatuni,1,0.00
17681,Ibrahimpur,1,0.00
15617,Mirapur,1,0.00
17199,Phena,1,0.00
18157,Kandari,1,0.00
16760,"Wair Badshahpur",1,0.00
17451,Miranpur,1,0.00
18557,Khoraitha,1,0.00
479,Kalinga,1,0.00
16953,"Sant Nagar",1,0.00
17961,Sharaqpur,1,0.00
16583,together,1,0.00
6140,sarar,1,0.00
16472,Dauria,1,0.00
16097,Chhawan,1,0.00
17811,"Bela Nawad",1,0.00
10523,Jabarauli,1,0.00
15725,Rasulganj,1,0.00
17340,Pantnagar,1,0.00
1670,Kherkhedikalan,1,0.00
16870,Chakjangi,1,0.00
16284,Neora,1,0.00
17586,Itaunja,1,0.00
15545,Kedarnath,1,0.00
18076,"Bagadpur Mafi",1,0.00
16688,"Lohinga Khurd",1,0.00
19160,Naikot,1,0.00
18395,"Katra Belkheda",1,0.00
186,Ramnagar,1,0.00
17872,Bhagar,1,0.00
13531,"Dadheru Khurd",1,0.00
4552,Pinjore,1,0.00
212,Bahai,1,0.00
17887,Mahidpur,1,0.00
4983,Thing,1,0.00
16410,Baddalpur,1,0.00
16038,Clamp,1,0.00
17742,Sikrauti,1,0.00
9513,Santer,1,0.00
15664,Balamau,1,0.00
17258,Jaitra,1,0.00
18221,"mother sand",1,0.00
1172,"On the floor",1,0.00
16227,Modipuram,1,0.00
19486,Alappuzha,1,0.00
15859,Siktaur,1,0.00
17510,"Madrauni Gobindpur Kausli",1,0.00
684,Chhattarpur,1,0.00
15482,Kilpur,1,0.00
17001,"Each Medniganj",1,0.00
18013,plan,1,0.00
16632,Mirchai,1,0.00
15399,"Sinduriya Alampur",1,0.00
7734,"You win",1,0.00
16520,Sakri,1,0.00
16146,Mahuva,1,0.00
15773,Kakori,1,0.00
16335,Bidhun,1,0.00
15967,queue,1,0.00
17648,Phaphamau,1,0.00
15593,"Bari Bali North",1,0.00
17170,"Bisharia Patti",1,0.00
18128,perish,1,0.00
16736,kohliya,1,0.00
19325,"Aim Block",1,0.00
17418,Bhailavli,1,0.00
423,old,1,0.00
16929,"Rampur Bangar",1,0.00
17935,"Kokhraj Uperhar",1,0.00
16557,Bharauli,1,0.00
14645,Jawasa,1,0.00
5699,"Rana Bigha",1,0.00
16076,"Sarai Clothes",1,0.00
17785,Jindakheda,1,0.00
10055,Solar,1,0.00
17304,Bhete,1,0.00
16846,Metal,1,0.00
16263,Molyakhedi,1,0.00
15895,"Dhana Teja",1,0.00
17554,tiger,1,0.00
807,Ol,1,0.00
15519,"Moti Pakar",1,0.00
17040,Khaintawas,1,0.00
18053,Bhisampur,1,0.00
16666,"Mahar Buzurg",1,0.00
8832,"Sherpur Ahatmali",1,0.00
12880,grill,1,0.00
15809,"Latona Noyrth",1,0.00
3618,Baluda,1,0.00
16373,Sarni,1,0.00
16001,"Tosham Rural",1,0.00
17696,Raul,1,0.00
18823,Bhudkud,1,0.00
8970,source,1,0.00
15628,"Miyan Ka Purwa",1,0.00
17217,Cheend,1,0.00
18175,Chawki,1,0.00
16773,caisson,1,0.00
16191,"Dadpur Govindpur",1,0.00
19402,Pudukkottai,1,0.00
15824,Kharkhadi,1,0.00
17467,Borkhediphattu,1,0.00
18581,Sunsari,1,0.00
15442,Bairamnagar,1,0.00
16966,"Kubja Nagar",1,0.00
17977,"Assandh Ruralpart",1,0.00
16595,"to support",1,0.00
15307,"The building",1,0.00
6539,Jhadmokhali,1,0.00
16484,Kuleri,1,0.00
16110,bench,1,0.00
17825,Dabarki,1,0.00
11145,"Dotiyal Gaon",1,0.00
17358,"Harin Col",1,0.00
2067,Dakpur,1,0.00
16883,"Gogwan Jalalpur",1,0.00
16295,Tawakathi,1,0.00
15930,Diwana,1,0.00
17599,"Baliya Khadi",1,0.00
961,Kurdish,1,0.00
15557,"Bel Garha",1,0.00
17116,"Rampur Ta Reoti",1,0.00
18091,Ramsinghpura,1,0.00
16498,Naupariya,1,0.00
16122,Sheeshee,1,0.00
17839,Bahadurpur,1,0.00
11661,Kirthua,1,0.00
15751,Bardiyason,1,0.00
17373,"Banthra Sikander Pur",1,0.00
2184,"Milk Bamla",1,0.00
16307,Parikshitgarh,1,0.00
15944,Nankar,1,0.00
17612,"to push",1,0.00
18746,RBL,1,0.00
15571,Kulsath,1,0.00
17130,Bearded,1,0.00
18102,Durjanpur,1,0.00
16713,templa,1,0.00
19259,Dhanusa,1,0.00
18465,"Bara Gobindpur",1,0.00
17904,Devari,1,0.00
14130,Basque,1,0.00
5280,Byrathi,1,0.00
16050,"Mathura Chaubey",1,0.00
17756,Bhainsa,1,0.00
18887,"Limbi Bujurg",1,0.00
9741,Gajasthal,1,0.00
17272,"fort district",1,0.00
18268,"I wave",1,0.00
16239,"A couple of places",1,0.00
19514,NCR,1,0.00
15871,margora,1,0.00
17526,"Khisni Khurd",1,0.00
723,"Bhat Purawa",1,0.00
15496,Khurrampur,1,0.00
17015,"Maharajpur Urf Kakraura",1,0.00
18026,"Khande Dewar",1,0.00
16645,Ghansor,1,0.00
15410,Sohalpur,1,0.00
8161,know,1,0.00
16534,"Pali Badshahpur",1,0.00
16157,Basbatori,1,0.00
12448,Wazirganj,1,0.00
16347,"Tato Muraine",1,0.00
17668,"Jharu Majra",1,0.00
18795,Koriya,1,0.00
15606,Mahpur,1,0.00
17189,Jhanjheri,1,0.00
18142,Child,1,0.00
16749,"Malikmau Chaubara",1,0.00
17434,"Sisar Khas",1,0.00
448,Mittupur,1,0.00
16941,"Rasoolpur Dhaulri",1,0.00
17948,Friendly,1,0.00
16572,Jorapokhar,1,0.00
14827,Pandria,1,0.00
16462,"Risalu Khera",1,0.00
16087,"Jungle Rasoolpur No.1",1,0.00
17798,Jatwara,1,0.00
10329,"Pali Village",1,0.00
15712,Cairo,1,0.00
17323,Sanhouli,1,0.00
1378,measurements,1,0.00
15907,Role,1,0.00
893,Dautai,1,0.00
15533,Gopramau,1,0.00
17068,"Baruraj [East]",1,0.00
18064,Hulkhedi,1,0.00
16678,"Al Ain",1,0.00
17862,Barnagar,1,0.00
13241,Amiyawar,1,0.00
16387,"Kheri Sadh",1,0.00
16014,"Pipra Jatanpur",1,0.00
17708,Dighwara,1,0.00
18837,"West Jaintia Hills",1,0.00
9087,Jamunia,1,0.00
15639,Dhruvala,1,0.00
17230,"Mai Mirzapur Bangar",1,0.00
1056,Malhargarh,1,0.00
16784,Disgust,1,0.00
16203,Supela,1,0.00
15837,bahuts,1,0.00
15457,different,1,0.00
17991,"Vilemar Group",1,0.00
16607,Tantric,1,0.00
6833,Bahjoi,1,0.00
16399,"Bad Nagar",1,0.00
16026,"Gouspur True",1,0.00
17727,"Pachputi Jagtapur",1,0.00
15653,Jainpur,1,0.00
17246,"Ashraf Nagar",1,0.00
18210,Squirrel,1,0.00
1127,"Garhi Padla",1,0.00
16801,Titans,1,0.00
16215,Gahwan,1,0.00
19451,"Dehri Block",1,0.00
15849,Kambopura,1,0.00
17500,Gurana,1,0.00
623,manhgoli,1,0.00
16991,Chikni,1,0.00
16618,Bhagjhunki,1,0.00
15388,"Rund Karari",1,0.00
7073,Hamidpur,1,0.00
16509,khamra,1,0.00
16136,Khaga,1,0.00
17853,Khandauli,1,0.00
15763,Chuchrungpur,1,0.00
17391,Parinalwasa,1,0.00
2566,Sabalpur,1,0.00
16908,Menhdawal,1,0.00
16325,"Kothri Kalan",1,0.00
17635,Rajamahendravaram,1,0.00
15582,"Bhairpur Khajuria",1,0.00
17151,Anda,1,0.00
18116,Rahra,1,0.00
16725,Dashaari,1,0.00
19302,"West Sikkim",1,0.00
17403,Kadur,1,0.00
18487,"Khur Manian",1,0.00
360,Nimbri,1,0.00
17919,Babhni,1,0.00
14445,"Hirauta Stupid",1,0.00
5502,Chalkari,1,0.00
16438,"Stay Sarai",1,0.00
16061,Bakrai,1,0.00
17775,Barwal,1,0.00
9921,Godhanpur,1,0.00
15688,"Munavwar Ganj Urf Brenda",1,0.00
17289,Gadapali,1,0.00
16836,Dhaurra,1,0.00
16253,Sahejani,1,0.00
19536,GOKULDHAM,1,0.00
15884,Jarauda,1,0.00
17540,"Manjha Gosai",1,0.00
15507,Bhujond,1,0.00
17028,Shergarh,1,0.00
18039,Mandleshwar,1,0.00
16656,Mandhali,1,0.00
8501,Devlaspur,1,0.00
16548,Pudiparthi,1,0.00
16169,Neemla,1,0.00
12745,"Silua Pur",1,0.00
15797,Chhabariya,1,0.00
16360,Gainty,1,0.00
15989,Lily,1,0.00
17682,Khachroda,1,0.00
15618,Bibekpur,1,0.00
17201,Nephew,1,0.00
18159,"Khamod Anjana",1,0.00
16761,"Daurala Rural",1,0.00
19382,Nuapada,1,0.00
17452,"Chamrawali Bodaki",1,0.00
18561,Moosanagar,1,0.00
16954,"Pachenda Khurd",1,0.00
17964,Chas,1,0.00
16584,Bahu-Akbarpur,1,0.00
15028,"Naserpur Jamen Asnara",1,0.00
6141,"Until Suman",1,0.00
16473,Isanagar,1,0.00
16098,Pithuwala,1,0.00
17812,Telodih,1,0.00
10614,"Khajari Antu",1,0.00
15726,Kaithwal,1,0.00
17341,"Bori Kalan",1,0.00
1671,Mallehpur,1,0.00
16871,Goura,1,0.00
15919,"Toss aside",1,0.00
17587,Kripalpur,1,0.00
18719,"sandhan agra",1,0.00
929,belahra,1,0.00
15546,"Jangl Dhoosar",1,0.00
17093,Shekhpur,1,0.00
18079,"Sonbarsa Chakki",1,0.00
16689,Lekhmanpur,1,0.00
18402,Uttari,1,0.00
187,Kochi,1,0.00
17874,Dharisana,1,0.00
13532,Hatkachora,1,0.00
4553,Gumanpur,1,0.00
966,"Koyati Gunth",1,0.00
17117,Manjhanpur,1,0.00
18092,Jahandariya,1,0.00
16702,"Kaimhra Clan",1,0.00
17888,"Purkhas Rathi",1,0.00
13798,Alwalpur,1,0.00
4984,Panchayanpur,1,0.00
16412,Srinagar,1,0.00
16039,Ghutiari,1,0.00
17744,Prathvipura,1,0.00
9550,mother,1,0.00
15665,Chari,1,0.00
17260,Kuwarpur,1,0.00
1180,battles,1,0.00
16812,"Mahuapar Khas",1,0.00
16228,"Aeran Mirzapur",1,0.00
19487,"Thane taluka",1,0.00
15860,Antarctica,1,0.00
17511,"Rai Majra",1,0.00
685,Dhaka,1,0.00
15483,Katerganj,1,0.00
17002,Jonawas,1,0.00
18015,Binter,1,0.00
16633,"Lakshamanpur Gangapur",1,0.00
7771,"Kaula Chhapar",1,0.00
16521,"That&#39;s it",1,0.00
16147,Gijaraudh,1,0.00
2827,Saifpur,1,0.00
16336,Anything,1,0.00
15968,Gopiwala,1,0.00
17649,"Mahmudapur Khurd",1,0.00
15594,Jamunipur,1,0.00
18129,Rewna,1,0.00
16737,"Bilsar Patti",1,0.00
19326,Bhadrak,1,0.00
17422,Alote,1,0.00
424,"Sihpur East",1,0.00
16930,"Awara Chauri",1,0.00
17936,"Palia Sisala",1,0.00
16558,"Rautpar Amethia",1,0.00
14657,"Rampur Gauri",1,0.00
5700,days,1,0.00
16451,Murli,1,0.00
16077,Darauli,1,0.00
17786,Alinjiwakkam,1,0.00
10093,"Nima Kalan",1,0.00
15701,"Chaq Husaina Urf Chor Kariya",1,0.00
17305,Sherghati,1,0.00
1324,Phalauda,1,0.00
16847,Dahgaon,1,0.00
15896,"Shilottar Raichur",1,0.00
17555,Baragadia,1,0.00
15521,"War Khas",1,0.00
17041,Gokalgarh,1,0.00
18054,"Umi Kalan",1,0.00
16667,"Math Garib",1,0.00
15434,Meewa,1,0.00
8838,Chorahiya,1,0.00
3619,Bamhni,1,0.00
16002,"Mundia Malukpur Mustahkam",1,0.00
17698,Lahwar,1,0.00
8975,"Chhota Gobindpur",1,0.00
15629,Tharwai,1,0.00
18176,Tajpur,1,0.00
16774,"Bhani Badshahpur",1,0.00
16192,"Kasba Patti",1,0.00
15825,"Khyora Katari",1,0.00
17468,"Govindpur Kothaiya",1,0.00
548,"Kanhar Talibpur",1,0.00
15443,Malhari,1,0.00
16967,"Sursand Pashchimi",1,0.00
17978,Losal,1,0.00
6542,chard,1,0.00
16485,Dariyabad,1,0.00
17826,Khewasipur,1,0.00
11169,"Nagli Now",1,0.00
15740,Sunderpur,1,0.00
17359,Shivali,1,0.00
2068,Chalauli,1,0.00
16885,Heir,1,0.00
16296,Bhari,1,0.00
15931,"Salaiya Paharhai",1,0.00
18734,kaitwaliya,1,0.00
6837,Kulheri,1,0.00
16124,"Gausganj Sarai",1,0.00
17840,color,1,0.00
11662,Bachra,1,0.00
15752,Denva,1,0.00
2188,Razapur,1,0.00
16896,Jetalpur,1,0.00
16308,Chakarpur,1,0.00
15945,Dumraon,1,0.00
17615,Dafalpur,1,0.00
15572,Korah,1,0.00
17132,Loyabad,1,0.00
18103,"Swasa Khurd",1,0.00
287,"Dever Khan",1,0.00
17905,"Tarwa Tappa Sori",1,0.00
16426,"Nipaniya Kalan",1,0.00
16051,"Kala tree",1,0.00
17757,Ekdil,1,0.00
17273,Dharahra,1,0.00
1237,Bahauddin,1,0.00
16824,Khodiyar,1,0.00
19518,Hatima,1,0.00
15872,"Narainpur alias Pipra Bear",1,0.00
17527,Koshdihra,1,0.00
724,Turklalai,1,0.00
15497,Chamraula,1,0.00
17016,Dangguthina,1,0.00
16646,Panaithi,1,0.00
15412,Hanriya,1,0.00
8216,Mishrauli,1,0.00
16158,Protect,1,0.00
12458,Khori,1,0.00
3031,Vasai-Virar,1,0.00
16348,Taraigaon,1,0.00
15979,Pandhurna,1,0.00
17669,Chitarkoli,1,0.00
18796,Kanker,1,0.00
17190,Alibag,1,0.00
17436,Thavar,1,0.00
453,"Muzaffara Bagarpur",1,0.00
16573,"Nani Paniyali",1,0.00
14829,Mohan,1,0.00
5898,Karanchhapra,1,0.00
16463,"Chatnag Kachar Gair Abad",1,0.00
16088,Antu,1,0.00
17799,Gonch,1,0.00
10331,"Jhaua Bujurg",1,0.00
15714,Kazipura,1,0.00
17325,Manhad,1,0.00
18341,Yewalewadi,1,0.00
16860,Karhans,1,0.00
16275,"Train Saddle",1,0.00
15908,"Wajidpur Urf Rajepur",1,0.00
17571,"Dilari Changeri",1,0.00
895,"Rahimpur Bhagwan",1,0.00
15534,narrow,1,0.00
18065,Good,1,0.00
16679,Pocket,1,0.00
169,Raghavapalle,1,0.00
17863,"Abrahimpur Junedpur Urf Mozpur",1,0.00
13264,"Atal Nagar-Nava Raipur",1,0.00
4113,"Dhudhua Urf Bishunpur Ragho",1,0.00
16015,"Hiraniya Bardi",1,0.00
17711,Guntakal,1,0.00
18838,Karur,1,0.00
9097,"Aarsinagar Eraut",1,0.00
15642,"Peepal Heda",1,0.00
17231,Champatpur,1,0.00
18195,"Siana Saidan Village",1,0.00
1062,"Jaitia Sadullapur",1,0.00
16786,Gopiganj,1,0.00
16204,Ramb,1,0.00
19431,Bihar,1,0.00
15838,Sabour,1,0.00
17484,"Mohammadpur Maphy",1,0.00
15458,Dhangaon,1,0.00
16979,"Doondawala Mustakam",1,0.00
17992,Shelgera,1,0.00
16608,Bamaila,1,0.00
15377,"Rudalapur Bhaluhi",1,0.00
16400,Baikatpur,1,0.00
17728,Dhanonda,1,0.00
15655,Bajekan,1,0.00
17247,"Amorha Khas",1,0.00
18211,petlad,1,0.00
1130,Ronnie,1,0.00
16802,Goal,1,0.00
16216,Bharthia,1,0.00
19453,Kabirdham,1,0.00
15850,Jahangirabad,1,0.00
624,"ITBP Taradevi",1,0.00
18004,Sathaura,1,0.00
16619,"At a young age",1,0.00
15389,Kunwarpur,1,0.00
7122,Bharaundha,1,0.00
107,Bhind,1,0.00
16510,"Bagarpur Emma",1,0.00
16137,Padre,1,0.00
17854,Gadwal,1,0.00
11954,Todarpur,1,0.00
15764,Borkhedi,1,0.00
17393,Alampalayam,1,0.00
2568,Parshadpur,1,0.00
16909,Sangareddy,1,0.00
16326,"Kasba Bajiaft",1,0.00
15957,"Patti Kalan",1,0.00
17636,RolSabsar,1,0.00
18767,Pondicherry,1,0.00
15583,"in the tree",1,0.00
17153,Dhauni,1,0.00
18117,Kustore,1,0.00
16726,Darbar,1,0.00
19305,Una,1,0.00
17404,"Shanker Patti",1,0.00
17920,Pagrodihi,1,0.00
14464,"Dayanat Pur",1,0.00
16439,"Ganj Dinara",1,0.00
16062,Sandh,1,0.00
17776,Jalkuwa,1,0.00
18920,Balua,1,0.00
9938,Bihari,1,0.00
17290,"Chhota Chhindwara",1,0.00
18298,Makhanpur,1,0.00
16837,"Pipra Karam Chand",1,0.00
16254,Jahanabad,1,0.00
19537,Bodhgaya,1,0.00
15886,"Chak Abdul Rahim",1,0.00
17541,"Salempur Ghankar",1,0.00
15508,Santinagar,1,0.00
18040,Taricharkalan,1,0.00
16657,"And only",1,0.00
15424,Bharbhauli,1,0.00
8583,"Imratpur Udhaw",1,0.00
16549,Nazibpur,1,0.00
16171,Jaisinagar,1,0.00
12748,"Pittanheri Jhojha Kalan",1,0.00
3274,Aamwali,1,0.00
17683,"Mallya Khedi",1,0.00
15619,"Rampur Bakri",1,0.00
17203,Baqipur,1,0.00
18161,Mahanagar,1,0.00
16764,"Gudikheda Ryt",1,0.00
16181,Nautanwa,1,0.00
19384,"Dima Hasao",1,0.00
17453,Or,1,0.00
16955,"Basant Pura",1,0.00
17965,bowled,1,0.00
16585,Subhagpur,1,0.00
6142,"Chak Sadaili Urf Darwa",1,0.00
16474,"Baba Ladana",1,0.00
15727,"Nandpur Bita",1,0.00
17344,Kolgaon,1,0.00
1697,Kharkhara,1,0.00
16872,Murakati,1,0.00
16286,Amanullapur,1,0.00
15920,"Tola Karwamarni",1,0.00
17588,"Patiyali Dehat",1,0.00
931,Budhanpur,1,0.00
15547,Dudhakachkalan,1,0.00
17105,Sirnia,1,0.00
18080,"Kheri Munak",1,0.00
16690,"Dhamni Chhoti",1,0.00
192,sonars,1,0.00
17875,Mansukha,1,0.00
13600,"Budha Khera",1,0.00
15932,Loved,1,0.00
17601,Devchara,1,0.00
974,Manoharpur,1,0.00
15559,"Makhadum Pura",1,0.00
17118,Anjuna,1,0.00
18093,slang,1,0.00
16703,"Lagunia Suraj kanth",1,0.00
223,"Katiya Kalan",1,0.00
17889,Jagner-Dehat,1,0.00
13879,Jhapra,1,0.00
5029,Ahmadpur,1,0.00
16413,"Daultabad Motapur",1,0.00
16040,"Sarai story",1,0.00
17745,"Chak Shahabuddeenpur",1,0.00
9577,Najibabad,1,0.00
15666,"Pipal Khunta",1,0.00
17261,Rudauli,1,0.00
1192,Harry,1,0.00
16813,Ichalkaranji,1,0.00
16229,"Chak Ghazi",1,0.00
17512,"Atwa Ali Mardanpur",1,0.00
15484,"Bidanpur Kakorha",1,0.00
17003,"Pure Moment",1,0.00
18016,"Khurja Rural",1,0.00
16634,Sugar,1,0.00
15401,Ratansoti,1,0.00
7772,Kangthali,1,0.00
16522,skinny,1,0.00
16148,Raitha,1,0.00
16921,bisaura,1,0.00
16337,Enter,1,0.00
15969,Guruthi,1,0.00
17651,Devipura,1,0.00
18784,Cuttack,1,0.00
15595,Moai,1,0.00
17175,"with feet",1,0.00
18130,"Isarain Khurd",1,0.00
16738,"Kuchesar Road Chaupala",1,0.00
17423,"Mohari Kala",1,0.00
16931,Cherupuzha,1,0.00
16561,Rajadhar,1,0.00
14688,Suchai,1,0.00
5701,"Hari Kot",1,0.00
16452,Bindki,1,0.00
16078,Pupri,1,0.00
17788,Zirnia,1,0.00
10121,"Dhadni Bhanmal Rai",1,0.00
15702,Banbori,1,0.00
17307,Banjariya,1,0.00
1326,Hirauli,1,0.00
16848,Fatehganj,1,0.00
16265,pass,1,0.00
15897,farmer,1,0.00
17556,Chaura,1,0.00
836,aristocrat,1,0.00
17045,Sonkh,1,0.00
18055,driving,1,0.00
16668,"Budhana Garden",1,0.00
15435,"Belwa Rampur",1,0.00
8847,Budhera,1,0.00
12913,Jagama,1,0.00
3632,Risalu,1,0.00
16003,Kunwarpurjanu,1,0.00
8999,thorns,1,0.00
15630,Shobhapur,1,0.00
17219,Ahilapur,1,0.00
18178,Gohinda,1,0.00
16775,Hosur,1,0.00
16194,"Patkhuli Mustkle Samrat",1,0.00
15826,Chatela,1,0.00
17470,Khanapur,1,0.00
550,Asandapur,1,0.00
15448,lips,1,0.00
16968,"Chando alias",1,0.00
17979,Ismail,1,0.00
6544,"Madangarh Khas",1,0.00
16486,Sondra,1,0.00
16113,plate,1,0.00
17827,Khalidpur,1,0.00
11345,pandra,1,0.00
15741,Orajhar,1,0.00
17361,letter,1,0.00
16886,dudhello,1,0.00
16297,Bahrain,1,0.00
16609,Upardih,1,0.00
6875,Dedhuvane,1,0.00
16500,Ranipur,1,0.00
16125,Agkhedi,1,0.00
17841,date,1,0.00
15753,century,1,0.00
17375,"Datacholi Buzurg",1,0.00
2451,"Tibbi Raiyan",1,0.00
16897,ghamros,1,0.00
15947,"Sirsagoojar Mustehkam",1,0.00
17616,"Paren Mustakil",1,0.00
15573,"Alipur Ramhar",1,0.00
17133,"Bhai Amirpur",1,0.00
18104,fry,1,0.00
16716,Yerravalli,1,0.00
19267,"Dildarnagar Kamsar",1,0.00
290,"Shivlal Pura",1,0.00
17906,Debpur,1,0.00
14136,Simarahi,1,0.00
5369,"Sanjarpur Baljit",1,0.00
16427,Ghiwahi,1,0.00
16052,Bhadawal,1,0.00
17758,"Barauli Gujar",1,0.00
18890,Virudhunagar,1,0.00
9779,"Dilip Nagar",1,0.00
15677,Saithu,1,0.00
18274,worms,1,0.00
1243,salpur,1,0.00
16825,Tarapur,1,0.00
16241,Banikhedi,1,0.00
19522,Namakkal,1,0.00
17529,Kaguni,1,0.00
726,"Mansurpur Chamarua",1,0.00
15498,Gulkhedi,1,0.00
17017,"Saidpur Jagir",1,0.00
18030,Maujpur,1,0.00
16647,"Kazipura Sadat",1,0.00
15413,Nanakhedi,1,0.00
8226,Bamhodi,1,0.00
16536,Bhira,1,0.00
12468,"Dhanji Ka Tapra",1,0.00
15786,Gotegaon,1,0.00
16349,"Dabha Semar",1,0.00
15980,barman,1,0.00
17670,Gulaothi,1,0.00
18798,Golomonzi,1,0.00
15608,"the children",1,0.00
17191,Immediately,1,0.00
18144,"Alli Ahmadpur Urf Garhi",1,0.00
16751,Something,1,0.00
19354,"Volusia County",1,0.00
17437,Dharmtola,1,0.00
459,chailwa,1,0.00
16943,Bariyarpur,1,0.00
17950,Mine,1,0.00
16574,Bhitarwar,1,0.00
14830,Asked,1,0.00
16464,Kanehari,1,0.00
16089,Nichlaul,1,0.00
17800,Manona,1,0.00
17326,Khairimata,1,0.00
16861,"the corridors",1,0.00
16276,"Pipra Kanak",1,0.00
17572,Band,1,0.00
18708,"Deli Saraiya",1,0.00
896,Iuri,1,0.00
15535,Singhran,1,0.00
17070,Pipe,1,0.00
18066,"Guheta 3 Biswa",1,0.00
16680,blow,1,0.00
17864,"Nagriya Bahav",1,0.00
13333,Yakubpur,1,0.00
4130,sand,1,0.00
16389,Gordhanpura,1,0.00
17712,"Rampur Rampura",1,0.00
15643,Women,1,0.00
17232,wires,1,0.00
1076,Tailors,1,0.00
16788,Bhonrasa,1,0.00
19434,"Nawalpur District",1,0.00
15839,true,1,0.00
17485,Bisokhar,1,0.00
15459,Kalanderpur,1,0.00
16980,jacket,1,0.00
17993,Dangari,1,0.00
16401,Umairabad,1,0.00
16029,Bad,1,0.00
17730,Mandal,1,0.00
18856,Udalguri,1,0.00
15656,"how many",1,0.00
18212,Munds,1,0.00
16803,"Purbba Gopalpur",1,0.00
16217,"Ahiapur Maner",1,0.00
15851,Raya,1,0.00
17502,Rausen,1,0.00
15473,"Mau Aima",1,0.00
16993,"Hazipur Patauna",1,0.00
18005,Chhateni,1,0.00
15390,Salarpur,1,0.00
7206,Uprari,1,0.00
16511,Deoha,1,0.00
16138,"Gangapur Gosain",1,0.00
17857,Kachnar,1,0.00
11974,hill,1,0.00
15765,"Ancient History",1,0.00
17394,Paunar,1,0.00
2607,"Gosar Pur",1,0.00
16910,Sudanpur,1,0.00
16327,"Rati Bhanpur",1,0.00
15958,Iglas,1,0.00
17637,Ain,1,0.00
18769,"Jind District",1,0.00
15585,"Dhabla Rehwari",1,0.00
18118,Sirsoda,1,0.00
16727,"Mahmud Barsai",1,0.00
19306,Chamarajanagar,1,0.00
17405,Kemri,1,0.00
17921,Barotiwala,1,0.00
14465,removed,1,0.00
16440,Damwara,1,0.00
16063,"Rasulpur Kalan",1,0.00
17777,"Mathura Pur",1,0.00
18924,"Clinton County",1,0.00
15690,"Kachnav Khurd",1,0.00
17291,Jewar,1,0.00
1279,"Pati Afghanistan",1,0.00
16838,Harnathpur,1,0.00
16255,Narora,1,0.00
19539,Kodagu,1,0.00
15887,Joshimath,1,0.00
17542,Rahika,1,0.00
780,Hidaytpur,1,0.00
15510,Nighasan,1,0.00
17030,Gijarod,1,0.00
18041,Chachaura-Binaganj,1,0.00
16658,Salwai,1,0.00
8616,scholarships,1,0.00
16550,Kothar,1,0.00
12779,Joramo,1,0.00
15799,Usuru,1,0.00
3476,Bishunipur,1,0.00
16363,Golagarh,1,0.00
17684,"Sisai Haidar",1,0.00
15620,Robertsganj,1,0.00
17204,Ranjitpur,1,0.00
18162,"with us",1,0.00
16765,Arhedi,1,0.00
19385,Sarlahi,1,0.00
16957,Banjari,1,0.00
16586,"Khar Ka Pura",1,0.00
15130,Jagdishpur,1,0.00
16475,Chikkaballapur,1,0.00
16101,Kolhaura,1,0.00
17814,Gokulpur,1,0.00
10706,Surankotura,1,0.00
15728,Raigaon,1,0.00
17346,Bilkheda,1,0.00
1702,Gosaidh,1,0.00
16873,Kachanpur,1,0.00
16287,Babpur,1,0.00
