"City Id","City name","Total Users",Percentage
17248,Vikrampur,2,0.01
1132,Pratapganj,2,0.01
19462,Subarnapur,2,0.01
626,"Lakha Pur",2,0.01
16620,"Come back",2,0.01
17155,Palace,2,0.01
9939,customers,2,0.01
15993,Sihora,2,0.01
17454,Lohraura,2,0.01
17966,Lathgaon,2,0.01
6173,as,2,0.01
932,Bunny,2,0.01
193,Meh,2,0.01
19240,Ramanathapuram,2,0.01
16415,"Money Fish",2,0.01
18871,Nalbari,2,0.01
1196,"Khijarpur Ahir",2,0.01
708,Amarpur,2,0.01
17004,Baluan,2,0.01
15402,Pabra,2,0.01
119,Itarsi,2,0.01
12126,decline,2,0.01
17424,Haileymandi,2,0.01
16266,Bhaisamau,2,0.01
15898,Saraiya,2,0.01
15524,Kurni,2,0.01
16669,Hastinapur,2,0.01
15436,"Gopalpur Pardandi",2,0.01
8848,law,2,0.01
15812,Nanpara,2,0.01
3634,"Wonder Bali",2,0.01
17220,Bhool,2,0.01
16195,"Aliganj Benazeer",2,0.01
16598,Dinpur,2,0.01
6549,Think,2,0.01
16114,Mohiuddinpur,2,0.01
19270,Sambalpur,2,0.01
15981,Dholagarh,2,0.01
460,Jagadispur,2,0.01
16575,Bermo,2,0.01
15910,Ellenabad,2,0.01
18709,Kanchanpur,2,0.01
16390,Harhua,2,0.01
15644,mansion,2,0.01
16791,"Nangal Pipa",2,0.01
9270,"Pratappur Chergarh",2,0.01
1142,Sadikpur,2,0.01
16728,big,2,0.01
17292,dates,2,0.01
16256,Shahpura,2,0.01
15426,"Lalpur Rajpur",2,0.01
143,Sasaram,2,0.01
16173,Mangapur,2,0.01
17455,Beria,2,0.01
15142,Bilgram,2,0.01
15668,Balsamand,2,0.01
15863,Nandgaon,2,0.01
17515,Common-2,2,0.01
8071,Jayant,2,0.01
15598,Shahabad,2,0.01
19078,"Devbhumi Dwarka",2,0.01
15461,Barkhera,2,0.01
17378,"Mao Sahib",2,0.01
9796,"Mohammadpur Bhaja",2,0.01
1245,Years,2,0.01
16827,"Mohammadpur Urf Jangal B",2,0.01
15416,Simri,2,0.01
15789,Lacaria,2,0.01
15610,"Koth Kalan",2,0.01
17802,"Balipur Majra Atseni",2,0.01
17577,Naraingarh,2,0.01
15537,Vindhyanagar,2,0.01
17074,"Beharapur Ga",2,0.01
19114,Diu,2,0.01
16392,Manipur,2,0.01
19436,Kolar,2,0.01
15658,Cheers,2,0.01
1143,Chhachhrauli,2,0.01
16219,"Kalan Bridge",2,0.01
18773,Sivaganga,2,0.01
12783,Bijlawada,2,0.01
17687,"Sarkar Khas",2,0.01
15622,Dadlana,2,0.01
16184,sings,2,0.01
15813,Maihar,2,0.01
16588,each,2,0.01
15151,Jatpura,2,0.01
71,Khurja,2,0.01
16477,Gariyaband,2,0.01
16875,Dry,2,0.01
17109,"Rasulpur Or Rasulpur Bevhar",2,0.01
16693,"Mokameh Khas",2,0.01
2,Mussoorie,2,0.01
18874,"East Sikkim",2,0.01
432,"Bhawanipur Desari",2,0.01
16455,Porsa,2,0.01
16268,"Hansalpur Becharaji",2,0.01
15526,"Patti Kalalan",2,0.01
19080,"Ratia Tehsil",2,0.01
16007,"you will be",2,0.01
1023,Visharatganj,2,0.01
16197,Kosli,2,0.01
15358,girl,2,0.01
15950,Bhodal,2,0.01
19526,बाँके,2,0.01
472,spirit,2,0.01
6066,Mauganj,2,0.01
15912,Talgaon,2,0.01
903,Khutauna,2,0.01
18843,"Teshsil&District Pawlal",2,0.01
15646,Sitarganj,2,0.01
19477,"Iberville Parish",2,0.01
15854,Bhatauli,2,0.01
16515,Khalilabad,2,0.01
2644,Safidon,2,0.01
17160,"Banwari Bass",2,0.01
5612,Jasrana,2,0.01
16258,Banthar,2,0.01
15890,Samswada,2,0.01
17546,Avgawan,2,0.01
17033,Akoda,2,0.01
15802,forbidden,2,0.01
10991,Baibalpur,2,0.01
15936,Chidderwala,2,0.01
17606,Ujhani,2,0.01
19247,Rayagada,2,0.01
9592,Pimpri-Chinchwad,2,0.01
17009,Alamgirpur,2,0.01
5706,"Danda Dhoran",2,0.01
19038,Jhapa,2,0.01
19081,"Narkatiaganj Block",2,0.01
16380,Jharoda,2,0.01
16198,Dhanora,2,0.01
18591,"Devbhoomi Dwarka",2,0.01
15843,Palwal,2,0.01
15466,"Basai Shergarh Bangar",2,0.01
2522,Baragholjor,2,0.01
16720,Chandpur,2,0.01
9808,Banpurva,2,0.01
1250,Parsouni,2,0.01
15879,Dhandhupura,2,0.01
12525,Nanata,2,0.01
15984,eyes,2,0.01
15613,Sardarpur,2,0.01
19370,Chengalpattu,2,0.01
905,Parauna,2,0.01
19121,Srikakulam,2,0.01
16394,Sick,2,0.01
16020,"Sikandra Rao",2,0.01
16796,"Bahoranpur Kalan",2,0.01
201,Bilwa,2,0.01
4691,fight,2,0.01
17737,Deoli,2,0.01
18863,Jorhat,2,0.01
16807,Visakhapatnam,2,0.01
16142,Kushmaur,2,0.01
12078,"Dharmpur Kalan",2,0.01
14573,"Patti Kalyana",2,0.01
17299,"Bulakipur Luhunna",2,0.01
787,Dhandadihi,2,0.01
15803,State,2,0.01
16368,Jandheri,2,0.01
17458,"Arruwa Banger",2,0.01
507,Khudaganj,2,0.01
18729,"South Sikkim",2,0.01
16302,Cheeka,2,0.01
9603,"Bhora Kalan",2,0.01
17268,Sanpera,2,0.01
16234,Baghola,2,0.01
15406,Mohammadi,2,0.01
123,Seoni,2,0.01
16153,"Bhawanipur Khalli",2,0.01
435,"Bazid Nagar",2,0.01
16937,"iron rod",2,0.01
17058,Kariyabar,2,0.01
15833,double,2,0.01
15467,Sarsawa,2,0.01
16614,Junnardeo,2,0.01
16131,Shahzadpur,2,0.01
2523,Morgarhi,2,0.01
16903,Eight,2,0.01
16317,Jamaupur,2,0.01
18757,"Uttara Kannada",2,0.01
14279,"Kamalabad Barhauli",2,0.01
16057,Teekla,2,0.01
15419,Khohar,2,0.01
8314,Cage,2,0.01
3201,Everyone,2,0.01
16757,sea,2,0.01
6068,Waresoni,2,0.01
15914,Khairteya,2,0.01
17582,Ganeshpur,2,0.01
15542,"Korari Kala",2,0.01
18847,"West Medinipur",2,0.01
16797,Sirsaganj,2,0.01
19206,Nabarangpur,1,0.00
202,"Ghanghora Piparia",1,0.00
17883,winter,1,0.00
16407,Bhatipura,1,0.00
16034,Arjal,1,0.00
17739,Gumani,1,0.00
15661,Hindoria,1,0.00
17254,Kayasa,1,0.00
18217,Shahnagar,1,0.00
1153,"Garhi Bishanpur",1,0.00
16223,"Youshufpur Bhagwan",1,0.00
19481,Karaikal,1,0.00
15856,"Karawara Manakpur",1,0.00
16998,"Baksi Fashion",1,0.00
18010,"Salampur Mazar Dastoora",1,0.00
16629,"Bisanpur Daulat",1,0.00
7419,Naukluchiatal,1,0.00
16517,"Talegaon Dabhade",1,0.00
12116,"Chindauritappa Lawar",1,0.00
15770,Harirampur,1,0.00
17400,Nayadih,1,0.00
2646,"Nilkanth Bigha",1,0.00
16916,Times,1,0.00
16332,Hathiyani,1,0.00
15964,tibar,1,0.00
17645,Vijapur,1,0.00
17165,willow,1,0.00
18125,"Rukunpur Kasimpur",1,0.00
16733,"Manse Chhapra",1,0.00
19316,"Uska Bazar",1,0.00
17415,Tithal,1,0.00
16926,Moriwala,1,0.00
14642,"Itaura Buzurg",1,0.00
5628,Sorkhi,1,0.00
17782,"Aurangpur Sabhi",1,0.00
15696,Baghuna,1,0.00
17300,Dhorayal,1,0.00
1313,Badchhapar,1,0.00
16843,Baroli,1,0.00
15892,Gunnaur,1,0.00
17549,Magrayan,1,0.00
788,"Ambehta Shekha",1,0.00
15515,Pachrukhia,1,0.00
17036,LineBazar,1,0.00
18047,"Purusottampur Painathi",1,0.00
16663,Songal,1,0.00
15430,Bandhwa,1,0.00
8744,creativity,1,0.00
16177,Mehnagar,1,0.00
12831,Harpur,1,0.00
3557,"Lami Chour",1,0.00
17692,Shahajadpur,1,0.00
15625,Dhodar,1,0.00
17214,Karaundi,1,0.00
16770,"Kusha was",1,0.00
16187,"Deori Majhgawan",1,0.00
19395,Ananthapuram,1,0.00
15818,Khamargora,1,0.00
17459,Dayagang,1,0.00
17974,"Chotiya Balod",1,0.00
16591,"Mahalunge Ingale",1,0.00
15289,"Bareti Kalan",1,0.00
6427,Hasauli,1,0.00
16481,Gunwari,1,0.00
16107,Cothea,1,0.00
17821,"Kothal Kalan",1,0.00
11029,Tilbhita,1,0.00
15735,Kanji,1,0.00
17353,"That&#39;s right",1,0.00
1985,Manendragarh,1,0.00
16879,Chaubepur,1,0.00
16292,Turiganj,1,0.00
15926,"Bad Baby",1,0.00
17596,Jhapaha,1,0.00
17113,Yerevan,1,0.00
18088,"Dakshin Chandrapur",1,0.00
16494,"Majauka Kachhar",1,0.00
16119,Mahudiya,1,0.00
17835,Become,1,0.00
11637,"Kheri Barki",1,0.00
15748,Tinoniya,1,0.00
17368,"Sarai Misrani",1,0.00
2181,Pauthiya,1,0.00
16892,"Sukhmalpur Nizamabad",1,0.00
15938,Sikandarpur,1,0.00
17608,"Chak Bhikhi",1,0.00
994,Lalanpur,1,0.00
15566,"Let&#39;s see",1,0.00
18099,"Ray Karariya",1,0.00
16709,Regret,1,0.00
17898,Mangali,1,0.00
14089,"Palta Devi",1,0.00
5230,Telegram,1,0.00
16421,Sriperumbudur,1,0.00
16047,Semariya,1,0.00
17753,Jarasi,1,0.00
18880,Sabarkatha,1,0.00
9608,"Saidpur Khajuria",1,0.00
15672,Bhathelatola,1,0.00
17269,Kalliyarampur,1,0.00
16820,robbed,1,0.00
16235,Bagwada,1,0.00
19504,"Imphal West",1,0.00
15868,rasa,1,0.00
17520,"Rasoolpur Bilhaur",1,0.00
17011,"Get up Chak",1,0.00
18022,cancer,1,0.00
16642,Matapur,1,0.00
15407,Devkari,1,0.00
8128,Kalanaur,1,0.00
15781,Patehra,1,0.00
2981,Mahamrural,1,0.00
16344,"Pada Kharhara",1,0.00
15975,King,1,0.00
17662,"Chuharpur Marasian",1,0.00
15602,"Simariya Kalan",1,0.00
17184,Varia,1,0.00
18139,Chitauni,1,0.00
16746,"Khash Kenda",1,0.00
18528,Sahwarpur,1,0.00
16938,"a Fortress",1,0.00
17945,Dharampur,1,0.00
16569,Bindrai,1,0.00
14778,Baramasia,1,0.00
5723,"Khundar Hithar",1,0.00
16458,"Sarai Bhag Mani",1,0.00
17795,Mary,1,0.00
10275,Mohtara,1,0.00
15709,khamhar,1,0.00
17319,Baltikari,1,0.00
1364,"Chak Bijuli",1,0.00
16856,"Kakariya Khedi",1,0.00
16271,Shivli,1,0.00
15904,Basal,1,0.00
17565,monthly,1,0.00
15530,"Kabra Khurd",1,0.00
17060,Thol,1,0.00
18061,Kaithawalia,1,0.00
16675,change,1,0.00
12994,Samiyana,1,0.00
3860,"Jalpipur Sisala",1,0.00
16383,Mukhiapatti,1,0.00
16011,Kheria,1,0.00
17705,"the hour",1,0.00
17226,Ragoli,1,0.00
18189,Bijahera,1,0.00
1039,graduate,1,0.00
16781,Dhakawa,1,0.00
15834,Uplani,1,0.00
17480,Chintamanpur,1,0.00
580,Dudhara,1,0.00
15454,Lakesri,1,0.00
16975,"Kala Khera",1,0.00
17987,Dakachya,1,0.00
16604,Purkaji,1,0.00
15367,Masturi,1,0.00
6609,Sirthala,1,0.00
15650,Burigawan,1,0.00
17240,Ajigarha,1,0.00
18203,"Yusufpur Naglabair",1,0.00
1123,Katwal,1,0.00
16798,"Roop Pur Kripa",1,0.00
16212,Chandiapur,1,0.00
15846,Sidipur,1,0.00
618,Sirnoda,1,0.00
15468,"Asan Bani",1,0.00
16986,Khemaipur,1,0.00
18000,Afathipur,1,0.00
16615,"Murtazapur Shaoor",1,0.00
15385,Guest,1,0.00
6974,Mujhiana,1,0.00
16506,"Manak Diwan",1,0.00
16133,Dahiwad,1,0.00
17849,"Lahauri Nagar",1,0.00
11794,"Get out",1,0.00
15760,Biharigarh,1,0.00
17388,I-hole,1,0.00
2538,Pahridih,1,0.00
16904,Jogipura,1,0.00
15953,Lisarh,1,0.00
17628,"Dr. Ambedkar Nagar",1,0.00
18760,Barhara,1,0.00
15579,Kayampur,1,0.00
17144,Jevri,1,0.00
16722,Ratauti,1,0.00
18484,Jhanwari,1,0.00
311,Rehsaina,1,0.00
17913,Ghooripur,1,0.00
14280,Gubrari,1,0.00
5497,"Pure Khusai",1,0.00
16058,Kakarmajra,1,0.00
18899,"Ashadei Urf Prangarh",1,0.00
9811,Nakshandabad,1,0.00
17283,Nasirpur,1,0.00
16833,Nogra,1,0.00
16250,"Sands Kalan",1,0.00
19532,Vikarabad,1,0.00
15881,Dahiyar,1,0.00
17537,Kokna,1,0.00
18664,Chithari,1,0.00
15504,vulnerable,1,0.00
18036,Masahariya,1,0.00
16653,Shivsinghpur,1,0.00
8369,"Ramwapur Urf Nabua Ahtmal",1,0.00
16545,"Mehu Wala Mafi",1,0.00
16166,Asia,1,0.00
15793,Desalpur,1,0.00
16355,Rania,1,0.00
15986,Majhgaon,1,0.00
17679,"Daulatpur Chandi",1,0.00
18805,"Lahaul And Spiti",1,0.00
15615,Ghuhua,1,0.00
17197,Payali,1,0.00
18151,"Bahadur Nagar",1,0.00
16758,Karhari,1,0.00
17449,"Mundhal Khurd",1,0.00
18553,"Jeron Khalsa",1,0.00
475,train,1,0.00
16951,"Dhaudhi Rautapur",1,0.00
14903,"Shahpur Dasar",1,0.00
16470,sweet,1,0.00
16095,Pakhadiya,1,0.00
17809,Dagarwaha,1,0.00
10512,"Gadanpur Devrajpur",1,0.00
15722,Turkey,1,0.00
17337,lost,1,0.00
1626,Balu,1,0.00
16868,Dhorera,1,0.00
16282,makes,1,0.00
15916,Ramgadha,1,0.00
17583,Rerma,1,0.00
909,Meanwhile,1,0.00
15543,Tikariya,1,0.00
17084,Yavat,1,0.00
18073,hell,1,0.00
16686,"Baldhan Khurd",1,0.00
184,Dubai,1,0.00
17870,Lalganj,1,0.00
4429,Naubatpur,1,0.00
16396,quarry,1,0.00
16022,Question,1,0.00
204,torment,1,0.00
17884,Sarwaya,1,0.00
13781,"Bhoj Nagal",1,0.00
4837,Hathipur,1,0.00
16408,Dhargaon,1,0.00
16035,Sawantkut,1,0.00
17740,"Harraj Pur",1,0.00
9398,"Imlidih Bujurg",1,0.00
17256,Sandesh,1,0.00
18218,Muradpur,1,0.00
1154,Bhinodi,1,0.00
16809,"Kasia Bazaar",1,0.00
16225,Kalol,1,0.00
19484,Puducherry,1,0.00
15857,verypura,1,0.00
17508,"Zamania Station",1,0.00
650,Sehsaula,1,0.00
15480,Alakhpura,1,0.00
16999,Nathpatti,1,0.00
18011,ocean,1,0.00
16630,Mokadi,1,0.00
16518,Chandankiyari,1,0.00
16144,Ballopur,1,0.00
15771,Sirhind,1,0.00
17401,Mandpur,1,0.00
2718,Lamdand,1,0.00
16917,Dibai,1,0.00
16333,"Tetariya Kalan",1,0.00
15965,Grantdadpur,1,0.00
17646,Elappally,1,0.00
17168,Sakundipur,1,0.00
18126,Sickness,1,0.00
16734,"Muh Pochha",1,0.00
17416,Jainagar,1,0.00
16927,"Kajia Bishunpur",1,0.00
17932,"crying basket",1,0.00
16555,Chautham,1,0.00
5658,Nikuana,1,0.00
16448,Gonawadi,1,0.00
16074,Bisaich,1,0.00
10030,Brampur,1,0.00
15697,Lalbarra,1,0.00
17302,"Madhuban North",1,0.00
1317,Download,1,0.00
16844,"Mahul Khas Or Mahul",1,0.00
15893,"Mania Tikri",1,0.00
17550,"Hansa Khedi",1,0.00
789,Noor,1,0.00
15516,Trilokpatti,1,0.00
17038,Ripponpet,1,0.00
18050,"Ismailpur Jadid",1,0.00
16664,Jheepasani,1,0.00
15431,"Manipur Gola",1,0.00
8765,Cap,1,0.00
16178,"We really rode",1,0.00
15805,sonwal,1,0.00
3607,"Sadat Wari",1,0.00
16370,"Dhukra Khera",1,0.00
17694,Banghusara,1,0.00
18821,"Edwards County",1,0.00
17215,"Surgaon Joshi",1,0.00
18173,Daiyar,1,0.00
16771,"Girdharpur Sunarasi",1,0.00
16189,Sarila,1,0.00
15819,Bhander,1,0.00
17464,Daruhela,1,0.00
519,Muhiddinpur,1,0.00
15440,"Chakra Gosai",1,0.00
17975,"Nagla Khem K",1,0.00
16592,Kopaganj,1,0.00
15290,Meharwani,1,0.00
6499,Ithaira,1,0.00
16482,"Koylari Raiyat",1,0.00
16108,Budhsaini,1,0.00
17822,Asalatganj,1,0.00
11072,Kiratpur,1,0.00
15736,Dima,1,0.00
17354,Dahej,1,0.00
16880,Minapur,1,0.00
16293,Sadhua,1,0.00
17597,"Thana Shankar Dwari",1,0.00
947,"Owned by Hunrari",1,0.00
15554,Kharsia,1,0.00
17114,Tirurangadi,1,0.00
18089,Mandaula,1,0.00
16697,Bawadikalan,1,0.00
16495,Pathiriyal,1,0.00
17836,Basauli,1,0.00
11656,Bikrampur,1,0.00
15749,Kesnand,1,0.00
17371,Dhanpuri,1,0.00
2182,"Farmana Khas",1,0.00
16893,"Kolki Kalalan",1,0.00
16305,"Ledwa Mahua",1,0.00
15939,"Jamonia Johar",1,0.00
18743,Sarhasa,1,0.00
15569,pact,1,0.00
17128,Bahuas,1,0.00
18100,Sujanpur,1,0.00
19254,Chikkaballapura,1,0.00
273,strength,1,0.00
17899,Jhunsi,1,0.00
14100,Maji,1,0.00
5233,"Masaron Ki Ovri",1,0.00
16422,Bhandora,1,0.00
16048,"Tamakuhi Raj",1,0.00
17754,Jadugora,1,0.00
9609,"Arazi Dehigair Abad",1,0.00
15673,Bahuara,1,0.00
17270,"Garat Pur Bas",1,0.00
18262,Gangauli,1,0.00
16821,Ismailpur,1,0.00
16236,Khain,1,0.00
19506,"Bagaha-1 Block",1,0.00
15869,"Bashiya Ganga Sagar",1,0.00
18649,Chaldean,1,0.00
15493,Pazrana,1,0.00
17012,Ghasipur,1,0.00
18023,"Dayalpur Kala",1,0.00
16643,Dhanah,1,0.00
15408,"Khedki Khader",1,0.00
8129,Singipur,1,0.00
16532,Semri,1,0.00
16155,Say,1,0.00
12410,Udmanwal,1,0.00
15782,Gochhi,1,0.00
2991,"The field",1,0.00
16345,Chamkari,1,0.00
15976,smoke,1,0.00
17665,Sonuli,1,0.00
15603,climb,1,0.00
17185,Bazidpur,1,0.00
18140,Bass,1,0.00
16747,"Arain Majra",1,0.00
17431,"Saidpur Dabra",1,0.00
18530,Dongargarh,1,0.00
16939,"Sidh Tikar",1,0.00
17946,Tighara,1,0.00
16570,"Pakari Kalan",1,0.00
14799,Nathopur,1,0.00
16459,Charthaval,1,0.00
17796,Thuthi,1,0.00
15710,"Umarpurniwa Uprhar",1,0.00
17321,"Panth Piploda",1,0.00
1367,Sekhuiya,1,0.00
16857,"Dahmi Kalan",1,0.00
15905,"Ekwanhi Urf Bhagwatpur",1,0.00
17567,"Ambadi Naka",1,0.00
15531,computer,1,0.00
17062,"Bhojpur Jadid",1,0.00
18062,Lamta,1,0.00
16676,Makdampur,1,0.00
8969,Machalpur,1,0.00
19089,Adampur,1,0.00
16012,Rajipur,1,0.00
17706,"Mugalpur Nraini",1,0.00
9085,Musk,1,0.00
15637,reliable,1,0.00
17227,Waters,1,0.00
18191,"Muluka Tola",1,0.00
16782,Bhimnagar,1,0.00
16201,Bhadaura,1,0.00
19423,Gariaband,1,0.00
15835,"Falaida Bangar",1,0.00
17481,"Chirah Kalan",1,0.00
18597,Chhatatanr,1,0.00
586,"Bada Dress",1,0.00
15455,Sudwas,1,0.00
16976,Kanwara,1,0.00
17989,Kilauni,1,0.00
16605,"Navdia Dhanesh",1,0.00
15371,Mahukheda,1,0.00
6652,Jharmari,1,0.00
16024,Masadiha,1,0.00
17725,Hanumantpur,1,0.00
18850,Hailakandi,1,0.00
9222,"Babbalpur Chhaurahi",1,0.00
15651,"Bilawali Labana",1,0.00
17244,"Chathia of Medina",1,0.00
18208,Bangarupalem,1,0.00
1125,bumper,1,0.00
16799,Bhadauli,1,0.00
16213,Banshiwala,1,0.00
19447,Kapilbastu,1,0.00
15847,"Chand Samand",1,0.00
17497,"Taj Pur",1,0.00
619,Chichlya,1,0.00
15469,Hiranpur,1,0.00
16989,Ghoghi,1,0.00
18001,Janardanpur,1,0.00
16616,white,1,0.00
15386,"Imaliya Ganj",1,0.00
6985,Bhainsla,1,0.00
16507,"Vijay Gaon",1,0.00
16134,"Runji Gautampura",1,0.00
17850,"Pilkhi Gajpathi",1,0.00
15761,Machmar,1,0.00
17389,"Thana Kalan",1,0.00
2562,Khor,1,0.00
16905,chikhla,1,0.00
16319,Basantpur,1,0.00
15954,Kharkharee,1,0.00
17632,Hatnapur,1,0.00
15580,Remawand,1,0.00
17149,"Chitwara Kapur",1,0.00
18114,Jatmujheda,1,0.00
16723,Shakarpura,1,0.00
18485,Kandrapur,1,0.00
315,"Lachhman Nagar",1,0.00
17914,"Talwara Khurd",1,0.00
14286,"Kam Rauli",1,0.00
5498,Rahaud,1,0.00
16434,Moakalpur,1,0.00
16059,"Dandi Amhay Chandra",1,0.00
17771,Bichhiya,1,0.00
9812,"Nagla Shahu",1,0.00
15686,Pohari,1,0.00
17284,Husainpur,1,0.00
1253,tickle,1,0.00
16834,"It shows",1,0.00
16251,Majarhat,1,0.00
19533,Sukma,1,0.00
15882,Thanabhawan,1,0.00
17538,"Shivala Par",1,0.00
15505,Basoda,1,0.00
17026,Chidawad,1,0.00
18037,nagra,1,0.00
16654,Pundlu,1,0.00
15421,Sundarpur,1,0.00
16546,kharindwa,1,0.00
12657,"Haripur Sukha",1,0.00
15795,Bharangpur,1,0.00
16357,Kudra,1,0.00
15987,cargo,1,0.00
17680,"Bhaisaya Gadha",1,0.00
18807,"Daymanti nagar",1,0.00
15616,Pawani,1,0.00
17198,Barhapur,1,0.00
18155,Jhajha,1,0.00
19378,Nazadik,1,0.00
17450,"Beserpur Tarai",1,0.00
18554,"Udharana Thakurain",1,0.00
476,Kharak,1,0.00
16952,Jadopur,1,0.00
17960,ago,1,0.00
16582,Harpalpur,1,0.00
14997,"Darzi Chak",1,0.00
16471,Baisoda,1,0.00
16096,Bamnpur,1,0.00
17810,"Mahua Khera",1,0.00
10513,Kelwara,1,0.00
15723,Patla,1,0.00
17339,load,1,0.00
1669,Bansdih,1,0.00
16869,"Nasir Pur",1,0.00
16283,"Nipanya Khanjar",1,0.00
17585,Sisaiyan,1,0.00
911,Pakhanjur,1,0.00
15544,"Rajmalpur Timarua",1,0.00
17088,"Santa Clara County",1,0.00
19139,Myawaddy,1,0.00
185,Kalyan,1,0.00
17871,"Nagal Patti Machhrauli",1,0.00
13530,"Thappel Ismailpur",1,0.00
16397,"Munawwarpur Khurd",1,0.00
19229,"Companyganj Upazila",1,0.00
18429,Magajpura,1,0.00
17885,Chakdariapur,1,0.00
13792,"Range Sign",1,0.00
4920,"Andhiyar Khoh",1,0.00
16409,Mansurganj,1,0.00
9450,"Baghai Khader",1,0.00
17257,"Kudari Khurd",1,0.00
1157,Dhanga,1,0.00
16810,Khatkar,1,0.00
16226,Girinagar,1,0.00
17509,Jitpur,1,0.00
658,Jitnagar,1,0.00
15481,Atalpur,1,0.00
17000,"Chak Alla Baksh",1,0.00
18012,"Nainijor Dewara Land",1,0.00
16631,devalingikoppa,1,0.00
15398,Nai-Ledri,1,0.00
7623,"Khirsadoh Ryt.",1,0.00
16519,Mundri,1,0.00
12122,blessings,1,0.00
15772,"Nangla Udairampur",1,0.00
17402,Savant,1,0.00
16918,Purbaliyan,1,0.00
16334,"Baroda Sadar",1,0.00
18780,Bargarh,1,0.00
15592,habit,1,0.00
17169,Neemran,1,0.00
18127,Pachapalayam,1,0.00
17417,Mahroli,1,0.00
422,Satwas,1,0.00
16928,Dongaliya,1,0.00
17933,"Chandena Koli Must.",1,0.00
16556,"Raju Paraspur",1,0.00
16449,Pikaura,1,0.00
16075,"Basudev Pur",1,0.00
17784,Nasirabad,1,0.00
10047,Servants,1,0.00
17303,Chapora,1,0.00
18320,"50 Lnp",1,0.00
1319,Vachharjapur,1,0.00
16845,Pukhrayan,1,0.00
15894,Dagari,1,0.00
17551,"Bawan Buzurg Balla",1,0.00
17039,Geer,1,0.00
18051,Hargaon,1,0.00
16665,Lahchura,1,0.00
15432,drawn,1,0.00
8766,Semaru,1,0.00
16179,Dhawakar,1,0.00
15808,Maur,1,0.00
3617,Bhathali,1,0.00
16371,"Mohammad Pur",1,0.00
16000,"Maniyari Pur",1,0.00
17216,May,1,0.00
18174,"Devpura Dehat",1,0.00
16772,Dhansu,1,0.00
16190,Tadaura,1,0.00
19399,Banke,1,0.00
15823,"Yusufpur Manota",1,0.00
17465,sound,1,0.00
18580,Ball,1,0.00
15441,Barukheda,1,0.00
16965,Simrol,1,0.00
17976,Gurawada,1,0.00
16593,"Sikanderpur Kalan",1,0.00
15297,"Barki Tenduni",1,0.00
16483,"Mohammadganj Mustakil",1,0.00
16109,skirt,1,0.00
17824,"Choncha Bangaon",1,0.00
11109,Lahli,1,0.00
15737,Naraini,1,0.00
17355,Bijarpur,1,0.00
2036,Sakti,1,0.00
16882,Basna,1,0.00
16294,"Pears Gadh",1,0.00
15929,Udraha,1,0.00
17598,Nauraspur,1,0.00
18732,Thoothukudi,1,0.00
15555,Chaumuhan,1,0.00
17115,Dagsah,1,0.00
18090,Godahara,1,0.00
16699,Charnai,1,0.00
16497,Sahas,1,0.00
16121,Chaupda,1,0.00
17837,Kachhpura,1,0.00
15750,Simla,1,0.00
17372,Rukanpur,1,0.00
2183,Narsingapur,1,0.00
16894,"Rajpur T. Madhau Tanda",1,0.00
15943,Saidaspur,1,0.00
17611,twice,1,0.00
15570,Khoripakar,1,0.00
17129,Robust,1,0.00
18101,"Rampur Majre",1,0.00
16711,Sanawad,1,0.00
19255,Bongaigaon,1,0.00
275,"Bakharpur East",1,0.00
17901,Charva,1,0.00
14103,Tati,1,0.00
16424,"Raghopur South",1,0.00
16049,"Mehua Hasanganj",1,0.00
17755,Tirmasahun,1,0.00
15674,Mankandpur,1,0.00
17271,Atarra,1,0.00
1225,Jarauli,1,0.00
16822,"Monk Ramgawan",1,0.00
16237,"Bhat Khedi",1,0.00
19511,nowgoan,1,0.00
15870,Kuiyan,1,0.00
17523,Brahma,1,0.00
720,Sekhapur,1,0.00
15494,Buknala,1,0.00
17014,"Baira Khas",1,0.00
18025,Bihariganj,1,0.00
16644,Khabra,1,0.00
15409,Bhagatpur,1,0.00
8160,Gopalpur,1,0.00
16533,"Belsandi Dih",1,0.00
16156,"Rasa Devra",1,0.00
12437,Mahespur,1,0.00
15783,Madnapur,1,0.00
15977,disarm,1,0.00
17666,"Chhota Kulberia",1,0.00
18794,Davanagere,1,0.00
15604,Sohat,1,0.00
17186,jamer,1,0.00
18141,"Nagli Abdulla",1,0.00
16748,Barhana,1,0.00
19348,Niwari,1,0.00
17433,Bhatkhedi,1,0.00
441,"Shahlipur Gudar",1,0.00
16940,Gaddapotharam,1,0.00
17947,Bansupur,1,0.00
14800,Jagdalpur,1,0.00
5784,"Tegor Nagar",1,0.00
16460,Govindpur,1,0.00
16086,"Narayan Khap",1,0.00
17797,Kohadia,1,0.00
19058,"West Garo Hills",1,0.00
10320,Kaptanganj,1,0.00
15711,"Husayn Mau",1,0.00
17322,Pilkhani,1,0.00
16858,Mohanpur,1,0.00
16273,Allabukpur,1,0.00
15906,Beelpur,1,0.00
17568,"Khirwa Jalalpur",1,0.00
887,"Sharif Nagar",1,0.00
17065,Khalwa,1,0.00
18063,attract,1,0.00
16677,"Chipyana Khurd Surf Tigri",1,0.00
17861,Ghosh,1,0.00
4011,"Sakha Naubati",1,0.00
16386,Ghagot,1,0.00
16013,Lebad,1,0.00
17229,Mohammadabad,1,0.00
18192,"Salaiya Paniyari",1,0.00
